Time [s],Channel 1,Channel 2
198.553305920,1,1
199.053297920,0,1
199.053468800,0,0
199.553461280,1,0
199.553675520,1,1
200.053653760,0,1
200.053850720,0,0
200.553849120,1,0
200.554057440,1,1
201.054049440,0,1
201.054234560,0,0
201.554231840,1,0
201.554439360,1,1
202.054416800,0,1
202.054564800,0,0
202.554567360,1,0
202.554765920,1,1
203.054756160,0,1
203.054910880,0,0
203.554909760,1,0
203.555110880,1,1
204.055107360,0,1
204.055288960,0,0
204.555288000,1,0
204.555493120,1,1
205.055467360,0,1
205.055619200,0,0
205.555620480,1,0
205.555827360,1,1
206.055819360,0,1
206.055997920,0,0
206.556008320,1,0
206.556210080,1,1
207.056203360,0,1
207.056367680,0,0
207.556357440,1,0
207.556567680,1,1
208.056540640,0,1
208.056700640,0,0
208.556712000,1,0
208.556908800,1,1
209.056904800,0,1
209.057069600,0,0
209.557064480,1,0
209.557269440,1,1
210.057244800,0,1
210.057524640,0,0
210.557398560,1,0
210.557600160,1,1
211.057672480,0,1
211.057860320,0,0
211.557869440,1,0
211.558075040,1,1
212.058071200,0,1
212.058256640,0,0
212.558249600,1,0
212.558442240,1,1
213.058434240,0,1
213.058591680,0,0
213.558594240,1,0
213.558794080,1,1
214.058788800,0,1
214.058966720,0,0
214.558958720,1,0
214.559168000,1,1
215.059153120,0,1
215.059309440,0,0
215.559300640,1,0
215.559507040,1,1
216.059503040,0,1
216.059702240,0,0
216.559696160,1,0
216.559895680,1,1
217.059891040,0,1
217.060052160,0,0
217.560040480,1,0
217.560227040,1,1
218.060224640,0,1
218.060386880,0,0
218.560398720,1,0
218.560597280,1,1
219.060589760,0,1
219.060767840,0,0
219.560761440,1,0
219.560963360,1,1
220.060951360,0,1
220.061113120,0,0
220.561109280,1,0
220.561306240,1,1
221.061311680,0,1
221.061500480,0,0
221.561504000,1,0
221.561750880,1,1
222.061741920,0,1
222.061906080,0,0
222.561897760,1,0
222.562096800,1,1
223.062083200,0,1
223.062244160,0,0
223.562241920,1,0
223.562448640,1,1
224.062438400,0,1
224.062614240,0,0
224.562603040,1,0
224.562810240,1,1
225.062789440,0,1
225.062951680,0,0
225.562944160,1,0
225.563133280,1,1
226.063136000,0,1
226.063322240,0,0
226.563329600,1,0
226.563527680,1,1
227.063520480,0,1
227.063695840,0,0
227.563680320,1,0
227.563878080,1,1
228.063870880,0,1
228.064037280,0,0
228.564036000,1,0
228.564238880,1,1
229.064227040,0,1
229.064402240,0,0
229.564394400,1,0
229.564593280,1,1
230.064582720,0,1
230.064745440,0,0
230.564739360,1,0
230.564938720,1,1
231.064937600,0,1
231.065121920,0,0
231.565134720,1,0
231.565339200,1,1
232.065350720,0,1
232.065563040,0,0
232.565584800,1,0
232.565781600,1,1
233.065777120,0,1
233.065944000,0,0
233.565939840,1,0
233.566139520,1,1
234.066133760,0,1
234.066312800,0,0
234.566305440,1,0
234.566513920,1,1
235.066496160,0,1
235.066664000,0,0
235.566654240,1,0
235.566859680,1,1
236.066849920,0,1
236.067039200,0,0
236.567042880,1,0
236.567246880,1,1
237.067242400,0,1
237.067413600,0,0
237.567401280,1,0
237.567591200,1,1
238.067590240,0,1
238.067762080,0,0
238.567757440,1,0
238.567955040,1,1
239.067950880,0,1
239.068129280,0,0
239.568119360,1,0
239.568333280,1,1
240.068311360,0,1
240.068470240,0,0
240.568464960,1,0
240.568666400,1,1
241.068665600,0,1
241.068862240,0,0
241.568862880,1,0
241.569061760,1,1
242.069055200,0,1
242.069226880,0,0
242.569218080,1,0
242.569536160,1,1
243.069405600,0,1
243.069571040,0,0
243.569582880,1,0
243.569790080,1,1
244.069776320,0,1
244.069952800,0,0
244.569951200,1,0
244.570158400,1,1
245.070141920,0,1
245.070305600,0,0
245.570299520,1,0
245.570503360,1,1
246.070522400,0,1
246.070705440,0,0
246.570713920,1,0
246.570913120,1,1
247.070906720,0,1
247.071072000,0,0
247.571071040,1,0
247.571264960,1,1
248.071253120,0,1
248.071419040,0,0
248.571431200,1,0
248.571633760,1,1
249.071625600,0,1
249.071803040,0,0
249.571803840,1,0
249.572012800,1,1
250.072000000,0,1
250.072163200,0,0
250.572166720,1,0
250.572366560,1,1
251.072358240,0,1
251.072544320,0,0
251.572562400,1,0
251.572766880,1,1
252.072752160,0,1
252.072911040,0,0
252.572907520,1,0
252.573102080,1,1
253.073105280,0,1
253.073289760,0,0
253.573335360,1,0
253.573530880,1,1
254.073530720,0,1
254.073717920,0,0
254.573717600,1,0
254.573922560,1,1
255.073921920,0,1
255.074126560,0,0
255.574122720,1,0
255.574448480,1,1
256.074325600,0,1
256.074514080,0,0
256.574524480,1,0
256.574723040,1,1
257.074723520,0,1
257.074918400,0,0
257.574909600,1,0
257.575109120,1,1
258.075111200,0,1
258.075297120,0,0
258.575296160,1,0
258.575498080,1,1
259.075496320,0,1
259.075705600,0,0
259.575725920,1,0
259.575939840,1,1
260.075917440,0,1
260.076085120,0,0
260.576100320,1,0
260.576306400,1,1
261.076297600,0,1
261.076489440,0,0
261.576517760,1,0
261.576715680,1,1
262.076708800,0,1
262.076876960,0,0
262.576878080,1,0
262.577078560,1,1
263.077064960,0,1
263.077224960,0,0
263.577286560,1,0
263.577489280,1,1
264.077474560,0,1
264.077653440,0,0
264.577641600,1,0
264.577846080,1,1
265.077820640,0,1
265.077978880,0,0
265.577971680,1,0
265.578170560,1,1
266.078169280,0,1
266.078355200,0,0
266.578361120,1,0
266.578560160,1,1
267.078556800,0,1
