Time [s],Channel 1,Channel 2
263.350592640,0,0
263.850702240,1,0
263.850918560,1,1
264.351015360,0,1
264.352958720,0,0
264.851325440,1,0
264.851563680,1,1
265.351612160,0,1
265.351916960,0,0
265.851908960,1,0
265.852228480,1,1
266.352209600,0,1
266.352513280,0,0
266.852520320,1,0
266.852803680,1,1
267.352824640,0,1
267.353148960,0,0
267.853146720,1,0
267.853456640,1,1
268.353484960,0,1
268.353789920,0,0
268.853810880,1,0
268.854093280,1,1
269.354112640,0,1
269.355217600,0,0
269.854425280,1,0
269.854633440,1,1
270.354728960,0,1
270.355037280,0,0
270.855048160,1,0
270.855343360,1,1
271.355358080,0,1
271.355656000,0,0
271.855678720,1,0
271.855963520,1,1
272.355993280,0,1
272.356302080,0,0
272.856245280,1,0
272.856489440,1,1
273.356451360,0,1
273.356700320,0,0
273.856655680,1,0
273.856896960,1,1
274.356871680,0,1
274.357189920,0,0
274.857073920,1,0
274.857304960,1,1
275.357269920,0,1
275.357504960,0,0
275.857462080,1,0
275.857704320,1,1
276.357660800,0,1
276.357917920,0,0
276.857862720,1,0
276.858096480,1,1
277.358060160,0,1
277.358324480,0,0
277.858391840,1,0
277.858704160,1,1
278.358759520,0,1
278.359082880,0,0
278.859134080,1,0
278.859436160,1,1
279.359468320,0,1
279.359829920,0,0
279.859814560,1,0
279.860109600,1,1
280.360147040,0,1
280.360443520,0,0
280.860480320,1,0
280.860828320,1,1
281.360845920,0,1
281.361140000,0,0
281.861202240,1,0
281.861500320,1,1
282.361540960,0,1
282.361850400,0,0
282.861885760,1,0
282.862176800,1,1
283.362263680,0,1
283.362580800,0,0
283.862651200,1,0
283.862935520,1,1
284.363007840,0,1
284.363402880,0,0
284.863369440,1,0
284.863655360,1,1
285.363719520,0,1
285.363969120,0,0
285.864043040,1,0
285.864352000,1,1
286.364386560,0,1
286.364701280,0,0
286.864722720,1,0
286.865023040,1,1
287.365050240,0,1
287.365371520,0,0
287.865424800,1,0
287.865724320,1,1
288.365772800,0,1
